answers,link,questions
1|| #MeToo. ||2|| Lighthouses. ||3|| North and South Korea. ||4|| Rhinoceros. ||5|| Minor league baseball. ||6|| #. ||7|| Byzantine (12th century). ||8|| (Eastern) Mediterranean. ||9|| Standard. ||10|| Rabbit breeds. ||11|| All ended by treaties of Paris. ||12|| Commentated on World Cup final: BBC radio; BBC TV; ITV. ||13|| Places that gave their names to fad diets. ||14|| Dante’s Circles of Hell. ||15|| Played by Charles Laughton on film.,https://www.theguardian.com/lifeandstyle/2018/jun/30/quiz-limbo-lust-treachery-bridge-of-no-return-william-bligh-thomas-eaton,"1|| Which protest movement was founded by Tarana Burke?||2|| The Corporation of Trinity House has responsibility for what structures?||3|| What is linked, or divided, by the Bridge of No Return?||4|| What gift for the pope was the subject of an Albrecht Dürer woodcut?||5|| In American sport, what is MiLB?||6|| What symbol is an octothorpe?||7|| Anna Komnene was a princess and historian of which empire?||8|| The original lingua franca was spoken around which sea?||What links:||9|| Flag; norm; gold exchange system; popular song; evening paper?||10|| Flemish Giant; French Lop; Chinchilla; Rex; Angora; Himalayan?||11|| Seven Years’, Crimean, American Revolutionary and first world wars?||12|| Brian Moore and Alan Clarke; Kenneth Wolstenholme; Hugh Johns, in 1966?||13|| Scarsdale, New York; Beverly Hills; South Beach, Florida?||14|| Limbo (1); Lust (2); Gluttony (3); Heresy (6); Fraud (8); Treachery (9)?||15|| King Herod; Henry VIII; Rembrandt; Captain Kidd; William Bligh?"
1|| Jeremy Thorpe (by Auberon Waugh). ||2|| Slippery track surface. ||3|| SpaceX’s Falcon Heavy (February 2018 launch). ||4|| One for my baby (and one more for the road). ||5|| Bend It Like Beckham. ||6|| Scapa Flow (Orkney). ||7|| Haiku. ||8|| Armagh (Roman Catholic and Church of Ireland; currently Eamon Martin & Richard Clarke). ||9|| Types of lily. ||10|| Places in Florida. ||11|| Played Calamity Jane: The Paleface; Calamity Jane; Deadwood. ||12|| Ministries in Orwell’s Nineteen Eighty-Four. ||13|| Parts of London zoo. ||14|| Language families with the most languages. ||15|| (Alleged) English prophetesses.,https://www.theguardian.com/lifeandstyle/2018/jul/21/quiz-dog-lovers-party-1979-rocket-jane-russell-thomas-eaton,"1|| Which MP was opposed by the Dog Lovers’ party in 1979?||2|| In Formula One, what does a yellow and red striped flag indicate?||3|| Which rocket’s payload was a Tesla Roadster?||4|| What did Sinatra ask for at a “quarter to 3”?||5|| Which film features the Hounslow Harriers football team?||6|| The Churchill Barriers were built to protect which anchorage?||7|| Which verse form traditionally has a 5-7-5 syllable pattern?||8|| Which archbishop is the Primate of All Ireland?||What links:||9|| Madonna; Easter; Turk’s cap; martagon; tiger; trumpet?||10|| Naples; St Petersburg; Venice; Margate; Wellington; Dunedin?||11|| Jane Russell (comedy); Doris Day (musical); Robin Weigert (TV)?||12|| Love; Peace; Plenty; Truth?||13|| Blackburn Pavilion; Snowdon Aviary; Mappin Terraces; Penguin Beach?||14|| Niger-Congo; Austronesian; Trans-New Guinea; Sino-Tibetan?||15|| Ursula Southeil (Mother Shipton); Elizabeth Barton (Nun of Kent); Joanna Southcott?"
"1|| Billionaires (1,000,000,000). ||2|| Virago. ||3|| Territory ruled jointly by different sovereign powers. ||4|| Aspirin. ||5|| Noam Chomsky. ||6|| Turkey. ||7|| Young X-Men (in Marvel comics). ||8|| Theremin. ||9|| Current baseball teams never to win the World Series: Colorado; Milwaukee; Seattle; San Diego; Tampa Bay; Texas; Washington. ||10|| Queen’s great-grandchildren. ||11|| River Wye. ||12|| Celebrated Northern soul venues. ||13|| Sculptures by Camille Claudel. ||14|| Spell different words backwards: dog; lager; pals; time; reviled; deer; desserts; evil. ||15|| Spin-off TV shows: Love Island; Bake-Off; The Apprentice; Strictly.",https://www.theguardian.com/lifeandstyle/2018/jul/07/quiz-the-mature-age-the-waltz-rodin-xaviers-school-wigan-casino-thomas-eaton,"1|| Who are said to be members of the 3-comma club?||2|| Fenwomen, in 1973, was which publisher’s first book?||3|| Geographically, what is a condominium?||4|| What is acetylsalicylic acid’s more common name?||5|| Who made a grammatical point with “colorless green ideas sleep furiously”?||6|| In what country are the Gulenists an alleged fifth column?||7|| Who studied at Xavier’s School for Gifted Youngsters?||8|| What electronic musical instrument is played without any physical contact?||What links:||9|| Rockies; Brewers; Mariners; Padres; Rays; Rangers; Nationals?||10|| Savannah; Isla; George; Mia; Charlotte; Louis; Lena?||11|| Plynlimon and the Severn, via Hereford and Chepstow?||12|| The Catacombs; Wigan Casino; Twisted Wheel; the Golden Torch?||13|| The Mature Age; The Waltz; Perseus And The Gorgon; Rodin?||14|| God; regal; slap; emit; deliver; reed; stressed; live?||15|| Aftersun; An Extra Slice; You’re Fired!; It Takes Two?"
1|| Charlemagne. ||2|| Iran. ||3|| Farting. ||4|| Halloween. ||5|| 2018 royal wedding. ||6|| Ned Kelly and co. ||7|| Project Gutenberg. ||8|| Candlestick. ||9|| Insect names: Lady Bird Johnson (US first lady); real name of Adam Ant; Madame Butterfly; bassist Flea (Red Hot Chili Peppers). ||10|| Christograms (monograms representing Jesus). ||11|| Footballers who played in five World Cups. ||12|| Ambridge locations in The Archers. ||13|| Prime ministers giving birth: New Zealand and Pakistan. ||14|| Largest moons of: Mars; Jupiter; Saturn; Uranus; Neptune. ||15|| Tallest structures in the UK (all communications masts/towers).,https://www.theguardian.com/lifeandstyle/2018/jul/14/quiz-carol-ann-duffy-long-walk-herring-grey-gables-hotel-thomas-eaton,"1 ||Whose father was Pepin the Short and his son Pepin the Hunchback?||2|| Which country has provinces called East and West Azerbaijan?||3|| What unusual method of communication has been observed in herring?||4|| Samhain was a Celtic precursor to which festival?||5|| Carol Ann Duffy’s poem Long Walk marked what event?||6|| Who made his last stand at Glenrowan, Victoria, in 1880?||7|| What project offers 57,000 free eBooks online?||8|| What decorative item might have a knop, column, sconce and pricket?||What links:||9 ||Claudia Johnson; Stuart Goddard; Cio-Cio-San; Michael Balzary?||10|| X; XP; IHS; ICXC; INRI?||11|| Lothar Matthäus, (West) Germany; Rafael Marquez and Antonio Carbajal, Mexico?||12|| Bridge Farm; Grey Gables hotel; the Bull pub; St Stephen’s church?||13|| Jacinda Ardern in June and Benazir Bhutto in 1990?||14|| Phobos; Ganymede; Titan; Titania; Triton?||15|| Skelton; Belmont; Caldbeck; Emley Moor; Durris?"
"1|| Psycho. ||2|| Capital eszett (ß).||3|| James Brown (Godfather of Soul). ||4|| (Sacred) scarab. ||5|| Royal Society. ||6|| Bermuda Triangle. ||7|| Dutch settlers in South Africa (19th century). ||8|| Anna Freud. ||9|| Fictional characters married to Betty. ||10|| Greyhound racing trap colours. ||11|| TV theme tunes: The Apprentice; Top Gear; Ski Sunday; Mastermind; University Challenge. ||12|| Known as hammers: 8th century Frankish leader; king, H of the Scots; Molotov, Soviet leader, from Russian for hammer; MC Hammer. ||13|| Types of vertebrae in the spine. ||14|| Animals that use echolocation. ||15|| Largest Antarctic islands (south of 60° S).",https://www.theguardian.com/lifeandstyle/2018/aug/04/quiz-barney-rubble-frank-spencer-don-draper-thomas-eaton,"1|| What 1960 film prompted Observer critic CA Lejeune to resign from her job?||2|| What capital was declared an official German letter in 2017?||3|| Which singer wore a jumpsuit embellished with GFOS?||4|| What dung beetle was revered by the ancient Egyptians?||5|| Which society’s motto is “Nullius in verba” (“Take nobody’s word for it”)?||6|| What lies roughly between Hamilton, Miami and San Juan?||7|| Who undertook the Great Trek?||8|| Who started the Hampstead Child Therapy Course in 1947?||What links:||9|| Cyril Turpin; Barney Rubble; Frank Spencer; Don Draper?||10|| 1, red; 2, blue; 3, white; 4, black; 5, orange; 6, black and white stripes?||11|| Dance Of The Knights; Jessica; Pop Looks Bach; Approaching Menace; College Boy?||12|| Charles Martel; Edward I; Vyacheslav Skryabin; Stanley Burrell?||13|| Cervical; thoracic; lumbar; sacral; coccygeal?||14|| Shrews; oilbirds and swiftlets; bats; whales; dolphins?||15|| Alexander; Berkner; Thurston; Carney; Roosevelt; Siple?"
1 ||Henry I. ||2 ||Basque country. ||3 ||Beatrix Potter. ||4|| Liberia.||5|| Birdwatching (hobby falcon).||6|| Drake.||7|| Yiddish.||8|| Human flesh.||9|| Statues in Parliament Square (since 2000).||10|| Australian aboriginal language/people.||11|| Gave name to currencies: lek; colón; bolívar and bolíviano.||12|| Natural dyes.||13|| Teenage songs: T Rampage; T Dream; T Kicks; T Dirtbag; T Dream.||14|| Sources/inspirations for Lloyd Webber musicals: Joseph; Jesus Christ Superstar; Starlight Express; The Phantom Of The Opera; Cats.||15|| UK onshore oilfields.,https://www.theguardian.com/lifeandstyle/2018/jul/28/quiz-mandela-lloyd-george-gandhi-millicent-fawcett-thomas-eaton,"1 ||Which king’s wife, mother and heir were all called Matilda?||2 ||Where is the Ikurriña flag flown?||3 ||Which writer had rabbits called Benjamin Bouncer and Peter Piper?||4 ||Which country was founded by the American Colonization Society?||5 ||Observing a hobby might be part of what hobby?||6 ||Which rapper is Drizzy on Twitter and Champagne Papi on Instagram?||7 ||The exclamation “oy vey” comes from which language?||8 ||What is served at a Thyestean banquet?||What links:||9 ||Mandela; Lloyd George; Mahatma Gandhi; Millicent Fawcett (2018)?||10 ||Arrernte; Dhuwal-Dhuwala; Tiwi; Pitjantjatjara; Alyawarr?||11 ||Alexander the Great (Albania); Columbus (Costa Rica); Simón Bolívar (Venezuela and Bolivia)?||12 ||Kermes; cochineal; madder; saffron; woad; logwood?||13 ||The Sweet; T Rex; the Undertones; Wheatus; Katy Perry?||14 ||Book of Genesis; Gospels; Thomas the Tank Engine; Gaston Leroux; TS Eliot?||15 ||Wytch Farm, Dorset; Welton, Lincolnshire; Stockbridge, Hampshire?"
1|| Because I’m worth it. ||2|| The crust and the mantle (it’s short for Mohorovičić Discontinuity).||3|| The Beatles.||4|| Victoria Falls.||5|| Death of Napoleon.||6|| Rock of Gibraltar.||7|| Passenger pigeons.||8|| Philippines and East Timor.||9|| All have been sold for £1.||10|| Biggest oil tanker spills off UK.||11|| Anatomical planes.||12|| Sculptures by Elisabeth Frink.||13|| FTSE indices on London Stock Exchange.||14|| World Cup mascots: Russia; Brazil; South Africa; Germany.||15|| Editors of the New Yorker magazine.,https://www.theguardian.com/lifeandstyle/2018/jun/16/what-links-a-wolf-an-armadillo-a-leopard-and-a-lion-the-weekend-quiz,"1|| Which advertising slogan was coined for L’Oréal by Ilon Specht?||2|| The Moho is the boundary between which parts of the Earth?||3|| Brian Poole and the Tremeloes were signed in 1962 in preference to who?||4|| What is known locally as the smoke that thunders?||5|| Of what did Talleyrand say in 1821 “it is not an event, it is an item of news”?||6|| Alex Ferguson got embroiled in a legal dispute over which racehorse?||7|| What now extinct bird gathered in the largest ever recorded flocks?||8|| Which two southeast Asian countries are mainly Christian?||What links:||9|| Chelsea FC; BHS; Homebase; Reader’s Digest; City Link?||10|| Torrey Canyon, 1967; Braer, 1993; Sea Empress, 1996?||11|| Sagittal; transverse; coronal?||12|| Paternoster; Goggle Head; Walking Madonna; Warhorse?||13|| 100; 250; 350; All-Share; AIM UK 50; SmallCap; techMARK?||14|| Wolf, this year; Armadillo; Leopard; Lion?||15|| David Remnick; Tina Brown; Robert Gottlieb; William Shawn?"
1 ||Jedi (in England and Wales). ||2 ||Russia and Finland. ||3 ||Offa’s Dyke. ||4 ||Judith Butler. ||5 ||Mars. ||6 ||Mae West. ||7 ||Iowa. ||8 ||Paris. ||9 ||Designed by Augustus Pugin. ||10 ||Honey: honey badger; honey bee; played Honey Ryder in Dr No; Honey Monster mascot. ||11 ||Death in Venice: wrote novella; wrote opera; directed film. ||12 ||Mystery book series produced by the Stratemeyer Syndicate. ||13 ||All used in forms of fortune-telling. ||14 ||Duchesses of Cambridge. ||15 ||Won three European Cups as manager.,https://www.theguardian.com/lifeandstyle/2018/jun/23/quiz-zinedine-zidane-bob-paisley-carlo-ancelotti-fanzine-bird-flights,"1 ||What did 176,632 people claim as their religion in the 2011 census?||2 ||Karelia is divided between which two countries?||3 ||Which earthwork is named after an eighth-century king of Mercia?||4 ||Which philosopher was the subject of the fanzine Judy!?||5 ||Olympus Mons is 16 miles high and 374 across. Where is it?||6 ||Who was jailed in 1927 for writing and performing in a play called Sex?||7 ||Which US state’s name starts with two vowels?||8 ||Who judged between Hera, Athena and Aphrodite?||What links:||9 ||Elizabeth Tower; St Chad’s Cathedral, Birmingham; St George’s Cathedral, Southwark?||10 ||Ratel; ||Apis mellifera||; Ursula Andress; Sugar Puffs?||11 ||Thomas Mann; Benjamin Britten; Luchino Visconti?||12 ||Nancy Drew; Bobbsey Twins; Dana Girls; Hardy Boys; Tom Swift?||13 ||Fire; animal entrails; bird flights; tea leaves; stars; cards; the hand?||14 ||Caroline of Ansbach; Augusta of Hesse-Kassel; Kate Middleton?||15 ||Zinedine Zidane; Bob Paisley; Carlo Ancelotti?"
"1|| Spider.||2|| Edmond Dantès (in The Count Of Monte Cristo).||3|| Cricket.||4|| Philadelphia.||5|| In The Night Garden.||6|| Curiosity Killed The Cat.||7|| Sensitivity to, or levels of, pain.||8|| Nape of neck.||9|| Well known Rices: Anne R; Condoleezza R; Rachel R; Damien R.||10|| “I Believe...” UK top 10 songs.||11|| Are/have been London sites of Banksy street art.||12|| Papua New Guinean volcanoes.||13|| Yoyo tricks.||14|| Celebrity fragrances: David Beckham; Rihanna; Katy Perry; Kim Kardashian; Britney Spears.||15|| Literary dragons: Inheritance Cycle series; A Song Of Ice And Fire series; The Neverending Story; Dragon Boy.",https://www.theguardian.com/lifeandstyle/2018/aug/11/the-term-perfume-ball-is-associated-with-which-sport-weekend-quiz,"1|| ||Pinkfloydia|| is a genus of which creature?||2|| “Do not commit the crime for which you now serve the sentence” was advice given to which fictional wronged man?||3|| The term “perfume ball” is associated with which sport?||4|| The Wanamaker Organ, the world’s largest playable organ, is in which US city?||5|| The Tombliboos reside in which fictional landscape?||6|| Ben Volpeliere-Pierrot was the frontman of which 1980s pop band?||7|| What would a dolorimeter be used to measure?||8|| Niddick is a regional word for which area of the body?||What links:||9 ||Gothic author; 66th US Secretary of State; Big Brother Series 9 winner; Irish folk singer?||10|| In You; I Can Fly; In Christmas; In A Thing Called Love?||11|| Rosebery Avenue; Chrisp Street; Essex Road; Bruton Lane; Jeffreys Street?||12|| Pago; Bagana; Langila; Victory; Billy Mitchell?||13|| Spirit bomb; Jamaican flag; Boingy boing; Seasick?||14|| Respect; Nude; Killer Queen; Bae; Curious?||15|| Saphira; Rhaegal; Falkor; Montague Bunsen-Burner?"
1|| Nefertiti.||2|| Bats.||3|| Judy Chicago.||4|| The Tempest.||5|| Horrible Histories (and Gory Games).||6|| Tonga.||7|| Gemini.||8|| Emojis.||9|| Influenza epidemics.||10|| Top of the Pops dance troupes.||11|| Extinct Australian mammals.||12|| Turned down poet laureateship.||13|| Films and books featuring Death as a character.||14|| Major Islamic caliphates.||15|| Characters who usually don’t (audibly) speak.,https://www.theguardian.com/lifeandstyle/2018/aug/25/quiz-sooty-snoopy-pink-panther-thomas-eaton,"1|| Who was both Tutankhamun’s stepmother and mother-in-law?||2|| Chiropterophily is pollination of plants by which animals?||3|| Now housed in Brooklyn, who created The Dinner Party art installation?||4|| The 1609 wreck of the Sea Venture is said to have inspired which play?||5|| Rattus Rattus hosts which TV series?||6|| What is the only indigenous monarchy in the Pacific?||7|| Castor and Pollux are the brightest stars in which constellation?||8|| What image form was devised in 1999 by Shigetaka Kurita?||What links:||9|| Spanish; Asian; Hong Kong; Russian; H1N1?||10|| Go-Jos; Pan’s People; Ruby Flipper; Legs & Co; Zoo?||11|| Thylacine; desert bandicoot; Gould’s mouse; toolache wallaby; lesser bilby?||12|| Thomas Gray; Samuel Rogers; Walter Scott; Philip Larkin; Seamus Heaney?||13|| The Seventh Seal; The Book Thief; Bill and Ted’s Bogus Journey?||14|| Rashidun; Umayyad; Abbasid; Fatimid; Ottoman?||15|| Dumbo; Dopey; Sooty; Snoopy; Pink Panther; Maggie Simpson?"
1|| Golden fleece.||2|| Death Star (in Star Wars).||3|| Humpbacked whale (Megaptera novaeangliae).||4|| Jan Hus.||5|| Company (Sondheim).||6|| England-Scotland.||7|| Viv (and Keith) Nicholson.||8|| Sanskrit.||9|| Picture cards in music: Ace (Frehley); King; Queen (Latifah); Jack (White).||10|| Roman deities and leaders who gave names to months: March; January; June; July; May; August (from Augustus).||11|| Native harriers.||12|| University of East Anglia creative writing graduates.||13|| Survived assassination attempts.||14|| English football champions just once.||15|| Settings for Smallfilms series: Ivor the Engine; The Clangers; Noggin the Nog; Bagpuss.,https://www.theguardian.com/lifeandstyle/2018/sep/01/what-was-too-big-be-space-station-weekend-quiz,"1|| Which mythical treasure was kept in Colchis?||2|| What was “too big to be a space station”?||3|| Which mammal’s scientific name means “big-winged New Englander” in English?||4|| Which Czech theologian was burned for heresy in 1415?||5|| Elaine Stritch sang The Ladies Who Lunch in which musical?||6|| The Debatable Lands lie across which border?||7|| Who won £152,319 on the football pools in 1961?||8|| The Vedas are written in which language?||What links:||9|| Kiss guitarist; Elvis’s nickname; rapper Dana Owens; half of The White Stripes?||10|| Mars; Janus; Juno; Julius Caesar; Maia; Octavian?||11|| Hen; Marsh; Montagu’s?||12|| Naomi Alderman; Anne Enright; Kazuo Ishiguro; Toby Litt; Ian McEwan?||13|| Queen Victoria (x7); Mussolini; Lenin; De Gaulle; Gerald Ford (x2); Ronald Reagan?||14|| Sheffield Utd; WBA; Ipswich Town; Nottingham Forest; Leicester City?||15|| Welsh steam railway; the Moon; Viking Scandinavia; lost and found shop?"
"1 ||Guy Fawkes.||2 ||Samuel Johnson.||3 ||Gas (pipeline from Russia to Germany).||4 ||Bologna (for its university, food and politics).||5 ||1970.||6|| Emus (so-called emu war).||7|| New York Mets and New York Yankees.||8 ||The Randolph, Oxford.||9 ||Recording studios: Memphis; Berlin; Philadelphia; Stockholm; New York; Kingston.||10 ||Ambassadors to the UK.||11 ||Apple varieties developed in New Zealand.||12 ||Exclaves: Spain; Russia; Germany; Italy.||13 ||The Mystery Of… novels: Bram Stoker; Agatha Christie; Gaston Leroux; Charles Dickens.||14 ||Sofia Coppola film settings: The Virgin Suicides; Lost In Translation; Marie Antoinette; The Bling Ring; The Beguiled.||15 ||Species of octopus.",https://www.theguardian.com/lifeandstyle/2018/sep/08/the-quiz-female-quixote-electric-lady,"1 ||In 1605, who said, “A desperate disease requires a dangerous remedy”?||2 ||Charlotte Lennox’s The Female Quixote was the only novel reviewed by which literary giant?||3 ||What is transported by the Nord Stream?||4|| Which Italian city is nicknamed “the learned”, “the fat” and “the red”?||5|| When did 18-year-olds first vote in a UK general election?||6|| Which creatures “defeated” the army in 1932 in Campion, Western Australia?||7 ||Which baseball teams contest the Subway Series?||8 ||The Morse bar is in which hotel?||What links:||9 ||Sun; Hansa; Sigma Sound; Polar; Electric Lady; Black Ark?||10 ||Woody Johnson, US; Jean-Pierre Jouyet, France; Peter Wittig, Germany?||11 ||Pacific Rose; Gala; Envy; Braeburn; Jazz?||12 ||Melilla and Ceuta; Kaliningrad; Büsingen; Campione d’Italia?||13 ||The Sea; The Blue Train; The Yellow Room; Edwin Drood?||14 ||Grosse Pointe; Tokyo; 18th-century Versailles; California; Civil War Virginia?||15 ||Common; veined; giant Pacific; mimic; California two-spot; seven-arm?"
1|| Creation of the Earth (according to Archbishop Ussher in the 17th century).||2|| The Tay in Scotland.||3|| Aircraft ejector seat.||4|| The Eagles.||5|| Periodic table of elements.||6|| Jackie Kennedy Onassis.||7|| Jaws.||8|| St Francis (of Assisi).||9|| Graffiti/street artists.||10|| Unseen in Star Wars films: Jar Jar Binks; Chewbacca; C-3PO; R2-D2.||11|| Space agencies: China; Europe; India; Japan; Russia.||12|| Garden nicknames: Garden state; Garden state; Garden of England.||13|| Fictional tech companies: Silicon Valley; Dave Eggers novel; Parks and Recreation; Veep; The Simpsons.||14|| Cook Islands.||15|| Cutting implements: (tea) clipper; Scissor (Sisters singer); Blade (films); Saw (films); Lancet.,https://www.theguardian.com/lifeandstyle/2018/sep/15/the-quiz-thomas-eaton-weekend-,"1|| What happened on 23 October 4004 BC?||2|| What is the UK’s biggest river, as measured by discharge of water?||3|| Martin-Baker Ltd claims to have saved 7,580 lives with what device?||4|| Which band’s Greatest Hits is the bestselling album ever in the US?||5|| What is divided into s, d, f and p blocks?||6|| Cavafy’s poem Ithaka was read at whose funeral in 1994?||7|| What terrorised the sea around Amity Island?||8|| Who is said to have received the stigmata at La Verna, Tuscany?||What links:||9|| Bambi; Shepard Fairey; Blek le Rat; King Robbo; Ella & Pitr?||10|| Ahmed Best; Peter Mayhew; Anthony Daniels; Kenny Baker?||11|| CNSA; ESA; ISRO; JAXA; Roscosmos?||12|| New Jersey; Victoria, Australia; Kent?||13|| Pied Piper; The Circle; Gryzzl; Clovis; Mapple?||14|| Rarotonga; Aitutaki; Mangaia; Atiu; Mitiaro?||15|| Cutty Sark; Ana Matronic; vampiric Wesley Snipes; Billy puppet; medical journal?"
"1|| Lego. ||2|| Pangolin (scaly anteater). ||3|| Break-up of the Beatles press release. ||4|| Captain. ||5|| Saccharin. ||6|| Top of the Elizabeth Tower, shows Parliament is sitting (currently switched off). ||7|| League. ||8 ||March sisters (Little Women). ||9 ||British newts. ||10|| All pseudonyms of the writer Eleanor Hibbert. ||11|| My Favorite (sic) titles. ||12|| Cryptocurrencies. ||13 ||Won World Cup as player and manager. ||14|| Ennobled illegitimate children of Charles II and their mothers. ||15 ||Homophones of shipping forecast areas: Faeroes; Sole; Wight; Tyne; Forth.",https://www.theguardian.com/lifeandstyle/2018/aug/18/rank-prince-harry-thomas-eaton,"1|| Which toy giant was founded by Ole Kirk Christiansen?||2|| Which insectivore is the world’s most-trafficked mammal?||3 ||What 1970 announcement began “Spring is here and Leeds play Chelsea tomorrow”?||4|| What rank was Prince Harry when he left the army?||5 ||In 1879, what was the first artificial sweetener to be synthesised?||6|| Where is the Ayrton light and what does it indicate?||7|| What old unit was the distance a person could walk in an hour?||8|| Which fictional sisters called their mother Marmee?||What links:||9|| Palmate; smooth; great crested?||10|| Victoria Holt; Philippa Carr; Eleanor Burford; Jean Plaidy; Kathleen Kellow?||11|| Things (song); Murder (podcast); Year (film); Martian (TV series)?||12|| Petro; Cardano; Verge; Monero; Ethereum; Dash?||13|| Mario Zagallo; Franz Beckenbauer; Didier Deschamps?||14|| Monmouth (Lucy Walter); Plymouth (Catherine Pegge); Southampton (Barbara Palmer); St Albans (Nell Gwyn)?||15|| Pharaohs; soul; white; tine; fourth?"
1|| The Man in the Iron Mask. ||2|| Pickles. ||3|| Searching for anagram. ||4|| The Pillars of Hercules. ||5|| Gorgeous Ladies of Wrestling. ||6|| Robert and Elizabeth Barrett Browning. ||7|| Borussia Dortmund and Schalke 04. ||8|| A striking clock. ||9|| Names in Elton John hits. ||10|| Bodies on public display. ||11|| Groundhog Day: groundhog; date; setting for film. ||12|| Married Philip II of Spain. ||13|| Primitive reflexes in infants. ||14|| Native British sheep breeds. ||15|| Experiments at the Large Hadron Collider at Cern.,https://www.theguardian.com/lifeandstyle/2018/may/05/quiz-rack-and-snail-mechanism-dog-in-film-german-football-teams,"1|| Which prisoner was buried in Paris in 1703 under the name Marchioly?||2|| Which dog played himself in the 1966 film The Spy With A Cold Nose?||3|| When does Google suggest, “Did you mean: nag a ram?”||4|| In antiquity, what were Mons Calpe and Mons Abila?||5|| What 1980s all-female entertainment was GLOW?||6|| Which literary couple lived at Casa Guidi, Florence?||7|| Which German football teams contest the Revierderby?||8|| What device might have a rack and snail mechanism?||What links:||9|| Daniel; Lucy; Benny; Guy; Jeannie; Nikita?||10|| St Bernadette; Lenin; Mao; Kim Il-sung and Kim Jong-il; Jeremy Bentham?||11|| Marmota monax; February 2; Punxsutawney, Pennsylvania?||12|| Maria Manuela of Portugal; Mary I of England; Elizabeth of Valois; Anna of Austria?||13|| Babkin; parachute; palmar grasp; Galant; Landau; plantar?||14|| Kerry Hill; Cheviot; Romney; Herdwick; Rough Fell; Swaledale?||15|| ALICE; ATLAS; CMS; TOTEM; LHCb; LHCf; MoEDAL?"
"1|| On top of a pillar, near Aleppo. ||2|| Hannah Arendt and Adolf Eichmann. ||3|| St Martin-in-the-Fields. ||4|| UK government Iraq dossier (dodgy dossier). ||5|| Pam Grier. ||6|| Tomatoes (La Tomatina). ||7|| The Netherlands. ||8|| Dien Bien Phu. ||9|| NI party leaders: Sinn Féin; DUP; SDLP; Ulster Unionist. ||10|| Systems of star classification. ||11|| Played by Matt Smith. ||12|| Meninges (around brain and spinal cord). ||13|| UK vineyards. ||14|| Bond: created by Michael B; plays James B; generates numbers of winning premium Bs. ||15|| Designed by Berthold Lubetkin.",https://www.theguardian.com/lifeandstyle/2018/may/19/quiz-paddington-bear-daniel-craig-ernie-church-battle,"1|| Where did Simeon Stylites spend 37 years in the fifth century?||2|| Who coined the term “the banality of evil” and about whom?||3|| Which Georgian church stands on the corner of Trafalgar Square?||4|| What 2003 document plagiarised work by Ibrahim al-Marashi?||5|| Who played Foxy Brown and Jackie Brown?||6|| What are thrown in an annual festival in Buñol, Spain?||7|| Which country was ruled by queens from 1890 to 2013?||8|| Which battle ended French rule in Indochina?||What links:||9|| Mary Lou McDonald; Arlene Foster; Colum Eastwood; Robin Swann?||10|| Harvard (surface temperature); Morgan-Keenan (luminosity)?||11|| Prince Philip; Robert Mapplethorpe; Christopher Isherwood?||12|| Dura mater; arachnoid mater; pia mater?||13|| Denbies; Camel Valley; Biddenden; Chapel Down; Nyetimber?||14|| Paddington Bear; Daniel Craig; Ernie?||15|| London penguin pool; Spa Green estate; Highpoint flats; Finsbury Health Centre?"
1|| Black Death. ||2|| Barbecue. ||3|| Model (miniature) village. ||4|| Cleopatra. ||5|| Scotland. ||6|| Terry Venables. ||7|| Pele (fire goddess). ||8|| Myers–Briggs Type Indicator. ||9|| Only chemical elements named after living people. ||10|| Fruity names: Peaches; Plum Sykes; Clementine Hozier; Felicity Lemon. ||11|| (Usual) order of adjectives in English. ||12|| Genres of hip-hop/rap. ||13|| Geese. ||14|| Parts of a castle. ||15|| Studied at Leipzig University.,https://www.theguardian.com/lifeandstyle/2018/may/26/quiz-goddess-halemaumau-crater-hawaii-nightclub-murder-hole,"1|| What was first recorded in Crimea in 1346-7?||2|| In South Africa, what is a braai?||3|| Bekonscot in Beaconsfield is the oldest example of what?||4|| Which ancient ruler was, in full, VII Philopator?||5|| Where is Lallans spoken?||6|| Which former England football manager owned the nightclub Scribes West?||7|| Which goddess is said to live in Halema‘uma‘u Crater in Hawaii?||8|| In personality testing, what is MBTI?||What links:||9|| Seaborgium and Oganesson?||10|| Electro-punk Merrill Nisker; Bergdorf Blondes author; married Churchill; Poirot’s secretary?||11|| Quantity; opinion; size; age; shape; colour; origin; material; purpose?||12|| Dirty South; crunk; horrorcore; gangsta; bounce?||13|| Tundra bean; taiga bean; Canada; Egyptian; brent?||14|| Donjon; taluses; curtain wall; barbican; machicolations; murder holes?||15|| Angela Merkel; Nietzsche; Wagner; Goethe; Leibniz?"
