Customer Id,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
EFGKAEHIGUM7,34,Private Sector/Self Employed,Yes,700000,3,1,No,No,No
QXJ4G7TEQZLM,32,Government Sector,Yes,350000,5,0,No,No,No
S7RWYVW2B50Z,34,Private Sector/Self Employed,Yes,1050000,5,1,No,No,No
RNCW38B5HXTO,29,Private Sector/Self Employed,Yes,900000,7,0,No,No,No
S5QXT5RHDY2K,31,Private Sector/Self Employed,Yes,1250000,5,0,No,No,Yes
GXASE6D5P5RZ,27,Private Sector/Self Employed,No,350000,3,0,No,No,No
447A84M985NB,30,Private Sector/Self Employed,No,1450000,2,1,Yes,Yes,Yes
5J17SWL62QZI,27,Government Sector,Yes,850000,6,0,No,No,No
I23ZL5OQ0KNM,28,Private Sector/Self Employed,Yes,1450000,5,0,Yes,Yes,Yes
OISUXCTHU8LZ,29,Private Sector/Self Employed,Yes,1200000,3,0,No,Yes,No
Y367YXH6G8Y2,27,Private Sector/Self Employed,No,1550000,4,0,Yes,No,Yes
2B1ADGWE5DNO,32,Government Sector,Yes,800000,4,0,No,No,No
RHNFQS8DZTP1,25,Private Sector/Self Employed,Yes,1400000,9,1,No,Yes,Yes
J9L7JXJRWHHD,33,Government Sector,Yes,400000,5,1,No,No,No
AYDXFKG7B7FK,35,Private Sector/Self Employed,No,800000,3,0,Yes,No,Yes
6N3UTBIX0UT7,31,Private Sector/Self Employed,Yes,1250000,5,1,No,No,No
LH3B2IH5RY7K,27,Government Sector,Yes,850000,5,0,No,No,Yes
OWR0YA80KR50,33,Private Sector/Self Employed,Yes,550000,4,1,No,No,No
I2F4OU53FMWJ,31,Government Sector,No,350000,3,1,No,No,No
WE8VE2Q2IZRH,29,Private Sector/Self Employed,Yes,600000,5,0,No,No,No
TYSMMB5QO4RA,27,Government Sector,Yes,1050000,5,0,Yes,No,No
369G8G4BXM3J,28,Private Sector/Self Employed,Yes,1250000,9,1,No,No,No
S96E9HXWW7CI,31,Private Sector/Self Employed,Yes,1400000,3,0,Yes,Yes,Yes
05XATDHUJ7HM,35,Private Sector/Self Employed,No,800000,4,0,No,No,No
SFEXZU02WBEX,28,Private Sector/Self Employed,Yes,1200000,5,0,Yes,No,No
WKUUA15F9I2J,27,Private Sector/Self Employed,No,450000,3,0,No,No,Yes
20WKDBNYBZZ0,25,Private Sector/Self Employed,Yes,1400000,3,1,No,Yes,Yes
8IQEJIUETHM0,34,Private Sector/Self Employed,Yes,500000,5,0,No,No,No
KRATIXO7EOGD,25,Private Sector/Self Employed,No,1700000,5,0,Yes,No,Yes
0RJ5R6YX3G46,29,Private Sector/Self Employed,Yes,1050000,7,1,No,No,No
KKJUIUONDLSD,28,Private Sector/Self Employed,Yes,1150000,2,0,No,No,Yes
L8M1U1CJ2U3D,28,Private Sector/Self Employed,Yes,1200000,6,1,No,No,No
UXB4BEC4HB9T,27,Government Sector,Yes,750000,3,0,No,No,No
GQ34IRGT5NEP,32,Government Sector,Yes,850000,6,0,No,No,No
IK60DIWKFF9K,26,Private Sector/Self Employed,Yes,500000,9,0,No,No,No
Z491W66F928A,26,Government Sector,Yes,500000,8,0,No,No,No
X6D3VJ4XQHFX,28,Private Sector/Self Employed,Yes,1100000,2,1,No,No,Yes
27034N5IR8AZ,26,Government Sector,Yes,500000,3,0,No,No,No
E7EM8EXL8F37,31,Private Sector/Self Employed,Yes,1250000,3,1,No,No,No
3C3Y3KBEDLKS,25,Private Sector/Self Employed,No,1150000,7,0,No,No,No
AXKC3OFPT1P1,29,Private Sector/Self Employed,Yes,1100000,4,0,No,No,No
3W1Z2E5WBSG8,31,Private Sector/Self Employed,Yes,1250000,5,1,Yes,No,No
QYQSYNRB8NL4,28,Government Sector,Yes,300000,8,0,No,No,No
KWO2UHMKA0BR,31,Private Sector/Self Employed,Yes,1250000,6,0,No,Yes,No
XH8G4MS8LURJ,34,Private Sector/Self Employed,Yes,1000000,4,1,No,No,No
W7925KCJR7SQ,27,Private Sector/Self Employed,No,350000,3,0,No,No,No
5WW8EVDLZ955,34,Government Sector,Yes,1100000,7,1,Yes,No,Yes
1NBKOXBP5QMJ,31,Private Sector/Self Employed,Yes,1400000,3,0,Yes,Yes,Yes
D37BHPLOZPIE,28,Government Sector,Yes,600000,6,0,No,No,No
CQXXKGGXW1EY,25,Private Sector/Self Employed,Yes,1400000,3,0,No,Yes,Yes
B353WR39RTP3,28,Private Sector/Self Employed,Yes,700000,4,0,No,No,No
3W9YMW7TZEGF,31,Private Sector/Self Employed,Yes,1250000,4,0,Yes,Yes,No
8LEX166K9SJA,26,Private Sector/Self Employed,Yes,500000,3,0,No,No,No
BEZB5ZFX574N,28,Private Sector/Self Employed,Yes,550000,4,0,No,No,No
JARGHU2B2VS0,27,Government Sector,Yes,750000,3,1,No,No,No
3SNEZZX1RM6G,34,Private Sector/Self Employed,Yes,500000,7,0,No,No,No
SYZHC3BLSFEW,28,Government Sector,Yes,300000,6,0,No,No,No
G20B0OJXFS9Y,34,Private Sector/Self Employed,No,1300000,3,0,No,No,No
FX2KABQJ53VM,27,Government Sector,Yes,850000,7,0,Yes,No,No
X4SKS3R7JSL2,34,Private Sector/Self Employed,No,750000,3,0,Yes,No,No
5YE4GTTWAMR4,25,Private Sector/Self Employed,No,1150000,3,1,No,No,No
4N8SOTTK3H2X,26,Private Sector/Self Employed,Yes,600000,7,0,No,No,No
UMJWVHOHUF0M,28,Private Sector/Self Employed,Yes,700000,3,1,No,No,No
NCW7EV9LE3KU,27,Government Sector,Yes,900000,5,0,No,No,No
TALW667E37KJ,34,Private Sector/Self Employed,Yes,1300000,3,0,No,Yes,No
SGR3HC3PFMVO,32,Government Sector,Yes,350000,3,0,No,Yes,No
H8LS5UPTMX5T,25,Private Sector/Self Employed,Yes,1700000,3,0,Yes,No,Yes
5NP0AUGTTRBR,29,Private Sector/Self Employed,Yes,1100000,3,1,No,No,No
TUOYQXOK4TRI,34,Private Sector/Self Employed,Yes,1000000,3,0,Yes,No,No
EUMBDH79BVH1,28,Private Sector/Self Employed,Yes,500000,4,0,No,No,Yes
MPC6F68245BZ,29,Private Sector/Self Employed,Yes,1050000,6,1,Yes,No,No
TWHZNY65IA4W,33,Private Sector/Self Employed,Yes,550000,5,0,No,No,Yes
EAO2W2VCHFSY,28,Private Sector/Self Employed,Yes,600000,5,0,No,Yes,Yes
6CLV7AM96TKX,25,Private Sector/Self Employed,Yes,1700000,5,0,Yes,No,Yes
ETAVDX1DABLE,26,Private Sector/Self Employed,Yes,1400000,9,0,No,Yes,Yes
JXKAUV203SE9,26,Private Sector/Self Employed,Yes,750000,6,0,No,No,No
K0NNZQY9J02S,32,Government Sector,Yes,850000,3,0,No,No,No
R003E7YKI3PH,30,Private Sector/Self Employed,No,550000,5,0,No,No,No
IJW965IX52YZ,29,Private Sector/Self Employed,Yes,350000,5,1,No,No,No
MF46PTO7UVCX,31,Private Sector/Self Employed,Yes,1250000,4,0,No,No,No
X0RKOOO8RGII,28,Government Sector,Yes,600000,4,0,Yes,No,Yes
C20YEBR35LQG,28,Government Sector,Yes,300000,5,0,No,No,No
9L62STAG7W6R,28,Private Sector/Self Employed,Yes,1100000,4,0,No,No,No
LX1C90QJPTNN,33,Government Sector,Yes,400000,3,1,No,No,Yes
MXPR9PV6N9RS,28,Private Sector/Self Employed,Yes,800000,4,0,No,No,No
CCGI5U72YX4C,26,Private Sector/Self Employed,Yes,1500000,3,0,Yes,Yes,Yes
WO7SU04ON7X1,35,Private Sector/Self Employed,No,800000,5,0,No,No,Yes
OPSF7QVY59V7,30,Private Sector/Self Employed,No,1450000,6,0,Yes,Yes,Yes
660OZY252P7T,30,Private Sector/Self Employed,No,1450000,7,1,Yes,Yes,Yes
1FRV7K0D7HVJ,28,Private Sector/Self Employed,Yes,1100000,4,0,No,No,Yes
6TOP64RZ5A9F,34,Private Sector/Self Employed,Yes,1300000,4,0,No,No,No
AWH89MJUAYL2,27,Private Sector/Self Employed,No,350000,5,1,No,No,No
H3F0N20PRIPY,29,Private Sector/Self Employed,Yes,1100000,7,0,No,No,No
4K927HJU7SKT,25,Private Sector/Self Employed,Yes,1400000,5,0,Yes,Yes,No
MTH9Y0JWKGAI,28,Private Sector/Self Employed,Yes,900000,5,0,Yes,No,No
TCBOWHN3SPUH,32,Government Sector,Yes,800000,5,0,Yes,No,No
FQZKU63P9Y3B,29,Private Sector/Self Employed,Yes,350000,8,1,No,No,Yes
K8668W27I2MP,26,Private Sector/Self Employed,Yes,1400000,3,0,No,Yes,Yes
M03LK9IU7OPT,33,Government Sector,Yes,600000,3,0,No,Yes,No
31YB5FNK87IR,29,Private Sector/Self Employed,Yes,1200000,3,1,No,No,Yes
8MIXFUPP5CJQ,25,Private Sector/Self Employed,No,1150000,2,0,No,Yes,No
YAOQEODO8VHE,28,Private Sector/Self Employed,Yes,1200000,4,0,Yes,No,Yes
BGIVCI266BRC,31,Government Sector,Yes,400000,7,0,No,No,No
9IBPQ4PUAO1B,26,Private Sector/Self Employed,Yes,1250000,4,0,No,No,Yes
5GLO0B4OYGSP,34,Private Sector/Self Employed,Yes,1050000,8,0,No,No,Yes
QBUT6D7DAOO2,34,Private Sector/Self Employed,Yes,1000000,5,0,No,No,No
4X4TCC4Q0O5C,28,Private Sector/Self Employed,Yes,800000,4,0,No,No,No
V17TSUNZV2FZ,28,Private Sector/Self Employed,Yes,800000,3,0,No,No,No
8BFK7HZOZKDK,28,Private Sector/Self Employed,Yes,700000,5,0,Yes,No,No
S3N2CES2B3YC,29,Private Sector/Self Employed,Yes,1050000,2,0,No,No,No
8OR0007WALBA,32,Government Sector,Yes,350000,5,1,No,No,No
C2RFVAAHYB6E,34,Private Sector/Self Employed,Yes,1300000,6,1,No,No,Yes
VFF4QBG47NW6,34,Private Sector/Self Employed,Yes,1000000,3,1,No,No,No
QTZYEVKRBH5Q,34,Private Sector/Self Employed,Yes,700000,4,0,No,No,No
V30CGB4545FD,28,Private Sector/Self Employed,Yes,1200000,4,0,No,No,Yes
22NPR6O0K247,29,Private Sector/Self Employed,Yes,1200000,4,0,No,No,No
VUKYQ5VV6LR2,28,Private Sector/Self Employed,Yes,1200000,3,0,No,No,No
IWGMBV7XZ3IL,25,Private Sector/Self Employed,Yes,1700000,5,0,Yes,No,Yes
LDZN9JO2FVLT,28,Private Sector/Self Employed,Yes,1400000,3,0,No,Yes,Yes
J713GVUCFOMC,26,Private Sector/Self Employed,Yes,1250000,5,0,No,No,Yes
BMCTS1SWO8OI,26,Private Sector/Self Employed,Yes,1750000,4,0,No,No,No
BYW9PMVMF7CQ,33,Private Sector/Self Employed,Yes,750000,8,1,No,No,Yes
0BYZZBKUEVJQ,29,Private Sector/Self Employed,Yes,500000,5,0,No,No,No
TKKYYM0FX3QR,26,Private Sector/Self Employed,Yes,600000,5,0,No,No,No
BRW976AN7UZ7,26,Government Sector,Yes,500000,4,0,No,No,No
PJWFO4X2V4P1,30,Private Sector/Self Employed,No,550000,6,1,No,No,No
W9I8CH3G2Q9U,29,Private Sector/Self Employed,Yes,1050000,4,0,Yes,No,No
3JTFZU17CRUZ,27,Government Sector,Yes,850000,4,1,No,No,No
PRIDKVQO0B6I,28,Private Sector/Self Employed,Yes,1450000,5,0,Yes,Yes,Yes
XR4X9UWXCMZK,25,Private Sector/Self Employed,No,1150000,7,0,No,No,No
MSJDV047JB5W,27,Government Sector,Yes,1050000,3,0,Yes,No,Yes
0L9AWYZ8C023,28,Private Sector/Self Employed,Yes,550000,8,0,No,No,No
GFF8ZG9951RT,25,Private Sector/Self Employed,Yes,1700000,6,0,Yes,No,Yes
XUK8XNTDDSU8,28,Private Sector/Self Employed,Yes,800000,5,0,No,No,No
QMET3KPZBBAA,28,Private Sector/Self Employed,Yes,1200000,5,0,No,No,No
FK82AX754EWW,28,Private Sector/Self Employed,Yes,700000,8,1,Yes,No,No
4UR3YGQG3DYG,28,Private Sector/Self Employed,Yes,800000,4,1,Yes,No,Yes
7VFUZIV97H5D,34,Government Sector,Yes,1300000,4,0,No,No,No
C0ZWHT445C6Q,35,Government Sector,Yes,1100000,6,0,No,No,Yes
VOKMLTQSFXIR,33,Government Sector,Yes,400000,8,0,No,No,Yes
RCAFI31TYH10,28,Private Sector/Self Employed,Yes,1200000,6,0,No,No,No
8IT8ZMJ84ZFU,28,Private Sector/Self Employed,Yes,1100000,7,0,Yes,No,No
PYAY0FRQW0OC,34,Private Sector/Self Employed,Yes,1000000,6,0,No,No,Yes
YUUR6EG7SCWR,31,Government Sector,Yes,1500000,5,1,Yes,Yes,Yes
L6OKPQ5CZLJO,28,Government Sector,Yes,1200000,5,0,No,No,No
WO1HQDW3TUXM,25,Private Sector/Self Employed,Yes,1400000,3,0,Yes,Yes,Yes
D9O6RBZWVT7K,25,Private Sector/Self Employed,Yes,1400000,7,0,No,Yes,Yes
0AF8QD0DFZCY,28,Private Sector/Self Employed,Yes,1300000,6,1,No,No,Yes
BI1WPG4VYYMO,28,Government Sector,Yes,300000,6,1,No,No,No
QU5XNRNNV7SN,31,Government Sector,Yes,1500000,6,0,Yes,Yes,Yes
2OU3DOF7IHON,27,Private Sector/Self Employed,No,450000,5,0,No,No,No
FVIJF7FGLPEL,28,Private Sector/Self Employed,Yes,500000,8,0,No,No,No
9HQPHB3U2AHI,34,Private Sector/Self Employed,Yes,1750000,3,0,Yes,No,No
BD0PZFZAMY7O,27,Private Sector/Self Employed,No,1000000,6,0,No,No,No
2MRLGYKLDK67,28,Private Sector/Self Employed,Yes,1200000,6,0,Yes,No,No
5S84VRGX77MG,25,Private Sector/Self Employed,No,1700000,3,1,Yes,No,No
7LUY3LTWNR30,25,Private Sector/Self Employed,Yes,500000,5,1,No,No,No
BM2XIJYQAXNY,31,Government Sector,Yes,1500000,7,0,Yes,Yes,No
UTXPR8OFDHB7,29,Private Sector/Self Employed,Yes,1200000,4,0,Yes,No,No
N2E79PJZLV0E,28,Private Sector/Self Employed,Yes,700000,5,0,No,Yes,No
KZMZ1JZVEXC1,28,Private Sector/Self Employed,Yes,550000,5,0,No,No,No
VVRTNW6XGF33,33,Private Sector/Self Employed,Yes,1750000,6,0,No,No,Yes
HKGSYL3Y8DLD,28,Private Sector/Self Employed,Yes,1150000,7,0,No,No,No
0KC2GWSRXJOH,25,Government Sector,Yes,750000,6,0,No,No,No
EO7SNX0UNRSG,26,Private Sector/Self Employed,Yes,1500000,4,0,Yes,Yes,Yes
59DF8KGR4XNU,26,Private Sector/Self Employed,Yes,500000,5,1,No,No,Yes
EB4JQCGXYWIJ,26,Government Sector,Yes,500000,5,1,No,No,No
80S94XZHQ63I,31,Government Sector,Yes,1200000,3,0,No,No,No
246XYUGYZZZY,27,Government Sector,Yes,500000,6,0,No,No,No
C3N7SO84CYAQ,34,Government Sector,Yes,1300000,4,0,No,No,No
9G6GCNJK95SP,35,Private Sector/Self Employed,No,800000,4,0,No,Yes,No
5UKQP9C2Z4TB,25,Private Sector/Self Employed,Yes,1400000,3,0,No,Yes,No
0CNU6O1WOUAX,28,Private Sector/Self Employed,Yes,900000,7,0,No,No,No
462W481BD7N1,33,Private Sector/Self Employed,Yes,550000,4,0,No,No,Yes
HJFB2DDUUTN5,31,Private Sector/Self Employed,Yes,900000,5,0,Yes,No,No
J1U5J6UDCJZ4,28,Private Sector/Self Employed,Yes,1150000,6,0,Yes,No,No
DIBL0N0G3299,27,Private Sector/Self Employed,No,800000,5,1,No,No,No
4WG6DOCI7MG1,26,Private Sector/Self Employed,Yes,750000,6,0,No,No,No
5SDQ23YEYGFR,28,Private Sector/Self Employed,Yes,700000,4,0,Yes,No,No
DWJU5O2J1OJ0,31,Private Sector/Self Employed,Yes,1350000,3,0,No,Yes,Yes
JNFSBPDKH2LR,28,Government Sector,Yes,300000,7,0,No,No,Yes
QU0DS1RM46MP,31,Government Sector,No,300000,9,1,No,No,No
W64ZS3JA62A4,33,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
6LCHI0RHGI8U,26,Private Sector/Self Employed,Yes,600000,4,0,Yes,No,No
7KVVJASW6XSP,28,Private Sector/Self Employed,Yes,1150000,3,0,No,No,No
DK3YZV58I72B,28,Government Sector,Yes,300000,3,1,No,No,No
6JNYLE1F6L6F,34,Private Sector/Self Employed,Yes,1000000,5,0,No,No,No
6Y9KD9K7XOI0,31,Private Sector/Self Employed,Yes,1250000,6,0,No,No,No
26IKXBD777R2,28,Private Sector/Self Employed,Yes,1150000,8,1,No,No,No
E6F5IVF67H2A,28,Private Sector/Self Employed,Yes,800000,6,0,No,No,No
L7H1U7PWRXZ5,25,Private Sector/Self Employed,Yes,1700000,4,0,Yes,No,Yes
VBH2K4A0V7U2,31,Government Sector,No,300000,3,0,No,No,No
P0U8445HXJJZ,29,Private Sector/Self Employed,Yes,1200000,3,0,No,No,Yes
NQ0DYBNMFOKQ,31,Government Sector,Yes,1300000,5,0,No,No,No
DT1AO15US0RN,28,Private Sector/Self Employed,Yes,600000,7,0,No,No,Yes
UM7KAU6K3O16,35,Government Sector,Yes,900000,7,1,Yes,No,Yes
CCX4SDF734V4,34,Private Sector/Self Employed,Yes,1500000,6,0,Yes,Yes,Yes
XQIY0L2ZGRGH,28,Government Sector,Yes,300000,6,0,No,No,No
WBJTS7RDR0FU,28,Government Sector,No,300000,5,1,No,No,No
0MOUIJMB001M,28,Private Sector/Self Employed,No,550000,6,0,No,No,Yes
OXMNLAIWEPW0,28,Private Sector/Self Employed,Yes,550000,5,0,No,No,No
8MFA8G1KOVWQ,27,Government Sector,Yes,850000,3,0,No,No,No
Z8O31VI63CEX,29,Private Sector/Self Employed,Yes,1050000,5,1,No,No,Yes
MLN7URXD6MB6,29,Private Sector/Self Employed,Yes,1100000,5,1,No,No,No
JNFMAKBV6U9L,28,Private Sector/Self Employed,No,550000,6,1,No,No,No
9691IU89P7B0,34,Private Sector/Self Employed,Yes,1000000,5,0,No,No,No
0WZ6KD457W78,28,Private Sector/Self Employed,Yes,1100000,5,0,No,No,No
BSQGLZHES42D,25,Private Sector/Self Employed,Yes,1700000,3,0,Yes,No,Yes
MWQRA6UKGZ0V,29,Private Sector/Self Employed,Yes,1100000,4,1,No,No,No
4O4H1KIVU9H8,28,Private Sector/Self Employed,Yes,1300000,5,1,Yes,No,No
UOUAX8UMZYZD,33,Government Sector,Yes,1000000,7,1,No,No,Yes
9VI8F3Z6747Y,34,Private Sector/Self Employed,Yes,1500000,5,1,Yes,Yes,Yes
KMICEXGU40J5,28,Private Sector/Self Employed,Yes,1300000,2,1,No,No,No
896QLH2PENAN,29,Private Sector/Self Employed,Yes,1200000,4,0,No,No,No
U3RIW20BZTZ5,33,Government Sector,Yes,700000,2,0,No,No,No
RIQOF9LFGCHQ,32,Government Sector,Yes,350000,3,1,No,Yes,Yes
R25311C8LHRY,28,Private Sector/Self Employed,Yes,600000,3,0,No,No,Yes
15QH6CPG1LRN,33,Government Sector,Yes,400000,6,0,No,No,No
NZ79ZO44F9AG,25,Private Sector/Self Employed,Yes,500000,4,1,No,No,Yes
C2EGYF1E4Z0J,28,Private Sector/Self Employed,No,550000,5,0,No,No,No
CKBIW8GNQ6N6,26,Private Sector/Self Employed,Yes,1400000,6,1,No,Yes,Yes
0WKMDVLVRSBD,28,Private Sector/Self Employed,Yes,1200000,5,0,No,No,No
BQEEZLPV6KCM,28,Government Sector,Yes,600000,6,0,No,No,No
DT6NUTMXHBZK,33,Government Sector,Yes,400000,9,1,No,No,Yes
SNMRHL88A845,29,Private Sector/Self Employed,Yes,500000,3,1,No,No,Yes
WEMBJ16P2KHK,32,Government Sector,Yes,850000,7,1,No,No,Yes
AUF0JRLDUE5R,27,Government Sector,Yes,500000,6,1,No,No,No
PO7E087DXDJK,28,Government Sector,Yes,300000,4,0,No,No,No
1JJO1OFFX4DC,34,Private Sector/Self Employed,Yes,1300000,5,0,No,No,No
RZDBQO6V66NL,31,Private Sector/Self Employed,Yes,1400000,4,0,Yes,Yes,Yes
Y42NMAVG55O1,31,Government Sector,Yes,1200000,9,0,No,No,No
BNM0UDXH49FA,27,Government Sector,Yes,500000,6,1,No,No,No
H36ZS9U54M19,34,Government Sector,Yes,1300000,4,0,No,No,No
IDKPMIXV5P7Y,31,Private Sector/Self Employed,Yes,500000,4,1,No,No,No
VY6DSCRAMPX8,34,Private Sector/Self Employed,Yes,700000,2,0,No,No,No
I5GD38GR36BY,33,Government Sector,Yes,700000,3,0,No,No,No
1IKX3D84YT61,26,Private Sector/Self Employed,Yes,1500000,5,0,Yes,Yes,Yes
D1IT122I3IAB,34,Private Sector/Self Employed,Yes,700000,3,0,No,No,No
SV444B5KLI58,28,Private Sector/Self Employed,Yes,750000,3,0,No,No,No
IKKJ0OE3J2FP,27,Government Sector,Yes,1050000,7,1,No,No,No
UCK4RKGCXTNW,29,Private Sector/Self Employed,Yes,1050000,3,0,No,No,Yes
FJKRU94R8LDJ,25,Private Sector/Self Employed,No,1150000,6,0,No,No,Yes
KI0WRGVV2U57,34,Private Sector/Self Employed,Yes,1500000,9,0,Yes,Yes,Yes
L2NS8BWGHVP3,34,Private Sector/Self Employed,Yes,700000,4,1,Yes,No,No
CGC5IU95IXAW,33,Private Sector/Self Employed,Yes,1400000,6,1,No,Yes,Yes
LTSOX77X7OTQ,31,Government Sector,Yes,400000,5,0,No,No,No
HKBKXWS5EILZ,31,Private Sector/Self Employed,Yes,1250000,3,0,No,No,No
BILACEQ0O07B,29,Private Sector/Self Employed,Yes,1100000,5,0,Yes,No,No
9KT3YI2RDEJ9,34,Government Sector,Yes,1300000,4,0,No,No,No
MDZK0L7LURHO,25,Private Sector/Self Employed,Yes,1400000,7,0,Yes,Yes,Yes
W7MY1LDLPUHD,32,Government Sector,Yes,900000,4,0,No,No,No
6GYW6STS26N9,28,Private Sector/Self Employed,Yes,800000,5,0,No,No,No
B2QDLOY3Z9J7,35,Government Sector,Yes,1100000,3,0,No,No,No
JAN7RUE5AFZE,34,Private Sector/Self Employed,Yes,1500000,3,0,Yes,Yes,Yes
85LACR82TBC0,31,Private Sector/Self Employed,Yes,500000,2,0,No,No,No
2BC25BD98FRW,25,Government Sector,Yes,750000,4,0,No,No,Yes
CI96PPYCC35O,33,Private Sector/Self Employed,Yes,1500000,5,1,Yes,Yes,Yes
UWXZ3PS6NGDE,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,No
2377DWF5K1GC,29,Private Sector/Self Employed,Yes,1050000,4,0,No,No,Yes
Y86NLYPH4NE9,31,Private Sector/Self Employed,Yes,500000,8,0,No,No,Yes
LL9MTHUBCZQI,25,Government Sector,Yes,750000,5,1,Yes,No,No
GVAWC6LH4429,27,Government Sector,Yes,850000,5,0,No,No,No
WAO27UORS8QR,33,Private Sector/Self Employed,Yes,1400000,4,0,No,Yes,Yes
V1TC3O8CWI41,34,Private Sector/Self Employed,Yes,1500000,4,1,Yes,Yes,Yes
NP0GP0OXOUVY,33,Private Sector/Self Employed,Yes,1400000,4,1,No,Yes,Yes
Y5PBYR425UH5,34,Private Sector/Self Employed,Yes,1050000,5,0,No,No,Yes
OZRDZ0OEP7H1,28,Private Sector/Self Employed,Yes,700000,4,1,No,No,Yes
1DHT3OW998U7,28,Private Sector/Self Employed,Yes,500000,3,1,No,No,No
02B1AO7DV09M,34,Private Sector/Self Employed,Yes,700000,5,1,No,No,No
A6C6EA4LY01X,26,Private Sector/Self Employed,Yes,600000,7,0,No,No,No
HI8TGIB0HJLE,34,Private Sector/Self Employed,Yes,1000000,6,1,No,No,Yes
WSHKK0Y9TYAO,28,Private Sector/Self Employed,Yes,750000,3,0,No,No,Yes
02CNNL4W3X5K,31,Private Sector/Self Employed,Yes,1350000,3,0,No,Yes,Yes
EMA0PNFKRJTL,34,Private Sector/Self Employed,Yes,1050000,6,0,No,No,Yes
8VAF3DCC11JP,28,Private Sector/Self Employed,Yes,500000,4,0,No,No,No
TNJWOWE13IZB,29,Private Sector/Self Employed,Yes,900000,3,0,No,No,No
G2UPHIXQ7C5F,28,Government Sector,Yes,300000,3,1,No,No,No
EX8DULHVXT3E,34,Private Sector/Self Employed,Yes,1300000,3,0,Yes,No,No
BUZFXZ6K9CHF,29,Private Sector/Self Employed,Yes,600000,4,1,Yes,No,No
QWWE8QGMX2CD,28,Private Sector/Self Employed,Yes,1250000,7,0,No,No,No
DZPV8E3SIUYZ,31,Government Sector,Yes,1300000,5,1,Yes,No,Yes
R642SOFK8FYL,25,Private Sector/Self Employed,No,1150000,5,0,Yes,No,No
9OF95YVVJ42B,33,Private Sector/Self Employed,Yes,550000,8,0,No,No,No
ZS3MXPZ2VYJO,28,Private Sector/Self Employed,Yes,1150000,6,0,No,No,Yes
DJI87IEM7FNK,27,Government Sector,Yes,900000,4,0,No,No,No
J3F4R6RJIJEA,29,Private Sector/Self Employed,Yes,1050000,5,1,No,Yes,No
A0WQNIBQEVX1,28,Private Sector/Self Employed,Yes,1100000,9,0,No,No,No
X0U92D54ND58,26,Government Sector,Yes,1450000,3,0,Yes,Yes,Yes
65YJTTQPS0KT,26,Private Sector/Self Employed,Yes,450000,6,0,No,No,No
M4L8LUWXUJLA,34,Private Sector/Self Employed,Yes,1300000,6,0,No,No,Yes
M3QBY08FGDB1,34,Private Sector/Self Employed,Yes,1500000,5,0,Yes,Yes,Yes
059E7N3RVDOL,28,Government Sector,Yes,300000,3,0,No,No,No
XSHS5S2YTVOA,28,Private Sector/Self Employed,Yes,1200000,5,0,No,No,No
E7424AB1KKHC,26,Private Sector/Self Employed,Yes,1500000,5,0,Yes,Yes,Yes
NW7BQDXSEEJR,29,Private Sector/Self Employed,Yes,500000,3,0,No,No,No
GZB9U8T8EMBQ,31,Private Sector/Self Employed,Yes,1400000,5,0,Yes,Yes,Yes
J2224Y50A7JZ,30,Private Sector/Self Employed,No,500000,8,0,No,No,No
COZKHZSJ5FG9,29,Private Sector/Self Employed,Yes,1200000,8,0,No,No,No
OM9NFGBEPNI1,34,Private Sector/Self Employed,Yes,700000,7,0,No,No,No
2TTJ4R3Z3KQD,30,Private Sector/Self Employed,No,550000,3,0,Yes,Yes,No
VVH9GXS12A3U,27,Private Sector/Self Employed,No,350000,4,1,No,No,No
G0E24APJSDKE,34,Private Sector/Self Employed,Yes,500000,4,0,No,No,No
TF8PEG0VL41E,26,Private Sector/Self Employed,Yes,750000,3,1,No,No,No
T7JMV3Y6DF1D,34,Private Sector/Self Employed,Yes,1000000,3,1,No,No,No
51SMKD3FRO3N,34,Private Sector/Self Employed,Yes,1500000,4,1,Yes,Yes,Yes
DKXQUQFYVHTT,27,Government Sector,Yes,1050000,3,0,No,No,No
WLLNI1J4650S,28,Private Sector/Self Employed,Yes,1250000,6,0,No,Yes,No
SC59NPES8AN4,28,Private Sector/Self Employed,Yes,700000,3,0,No,No,No
AZ1ZP5HSEDAV,31,Private Sector/Self Employed,Yes,1250000,6,0,No,No,No
MCHEJUBZKBLE,35,Private Sector/Self Employed,No,950000,3,0,No,No,No
ZNR0M4AXC9ZP,28,Private Sector/Self Employed,Yes,800000,3,1,No,No,Yes
VTLCJXTNIFL6,30,Private Sector/Self Employed,No,650000,6,0,Yes,No,No
4KQ039BJQV1B,27,Private Sector/Self Employed,No,450000,8,0,No,No,No
U620JVO3ASB9,26,Private Sector/Self Employed,Yes,1400000,9,1,No,Yes,Yes
KXF4COWCNO9L,30,Private Sector/Self Employed,No,550000,5,1,No,No,Yes
U71TU3O3E8F7,27,Government Sector,Yes,1050000,6,1,No,No,No
9375XJGODHV2,32,Government Sector,Yes,350000,6,0,No,No,No
J3IAIAO4WSIL,35,Private Sector/Self Employed,No,950000,6,0,No,Yes,No
